Video Time,Commenter,Time,Comment,cleaned_comment,cluster
,Babul Mandal,,পিনাকি দাদাকে প্রধান উপদেষ্টা হিসাবে চাই,পিনাকি দাদাকে প্রধান উপদেষ্টা হিসাবে চাই,0
,Md johirislam,,আওয়ামী লীগের যারা অন্যায় অপরাধের সাথে জড়িত ছিল না তাদেরকে দেওয়া হোক,আওয়ামী লীগের যারা অন্যায় অপরাধের সাথে জড়িত ছিল না তাদেরকে দেওয়া হোক,3
,Fahim Mia,,চালিয়ে যান স্যার,চালিয়ে যান স্যার,3
,Sajjad Hosen,,দয়া করে অযগ্য কাউকে উপদেষ্টা হিসেবে নিয়োগ দিবেন না,দয়া করে অযগ্য কাউকে উপদেষ্টা হিসেবে নিয়োগ দিবেন না,3
,Borhan Sobahan,,তোমাদের আমরা আর সময় দিতে চাই না।,তোমাদের আমরা আর সময় দিতে চাই না,3
,Rm Badsha,,এটা তো আগের টা,এটা তো আগের টা,2
,Belal Uddin Ahmed,,"বিটিভির মান উন্নত করা দরকার। ভালো, যোগ্য লোক নিয়োগ দিয়ে এর সার্বিক উন্নয়ন করা দরকার।",বিটিভির মান উন্নত করা দরকার ভালো যোগ্য লোক নিয়োগ দিয়ে এর সার্বিক উন্নয়ন করা দরকার,3
,BSW,,joy Bangla,joy bangla,2
,JUST FOR HUMANITY,,এখন নির্বাচন চাই না,এখন নির্বাচন চাই না,0
,AlimdRomjan,,জামায়াতী ইসলামী বাংলাদেশ,জামায়াতী ইসলামী বাংলাদেশ,3
,Shahin Khin,,খুব সুন্দর লাগছে,খুব সুন্দর লাগছে,2
,AR M AN,,আফসোস লিগ কইরে,আফসোস লিগ কইরে,2
,Sakib Hasan,,নতুন উপদেষ্টার পদত্যাগ করতে হবে,নতুন উপদেষ্টার পদত্যাগ করতে হবে,0
,Arif Ahmed Onik,,দেশ টা কে ধ্বংস করে দিছেন মিয়া,দেশ টা কে ধ্বংস করে দিছেন মিয়া,3
,Jony Ahmed,,বাংলাদেশে ৭১ কোনো সাধীনতা নয়।৩৬জুলাই নতুন বাংলাদেশ পাইছি আপনি আমাদের আসা নষ্ট করবেন না সাধারণ জনগন আপনার উপর খুব আসাবাদি,বাংলাদেশে ৭১ কোনো সাধীনতা নয় ৩৬জুলাই নতুন বাংলাদেশ পাইছি আপনি আমাদের আসা নষ্ট করবেন না সাধারণ জনগন আপনার উপর খুব আসাবাদি,3
,Emon Hassn,,জয় বাংলা জয় বঙ্গবন্ধু শেখ মুজিবুর রহমান,জয় বাংলা জয় বঙ্গবন্ধু শেখ মুজিবুর রহমান,4
,Rezaul's Information,,সাব্বাশ,সাব্বাশ,3
,GAMING (ASMR),,গণতন্ত্রের প্রতীক বেগম খালেদা জিয়ার সাথে কি একবারও দেখা করতে পারেন না? কিসের এতো অহংকার,গণতন্ত্রের প্রতীক বেগম খালেদা জিয়ার সাথে কি একবারও দেখা করতে পারেন না কিসের এতো অহংকার,3
,Md. Golam Mostafa,,"reforms in every department service delivery system. reforms, not deskwork. There is so much practical work. Please do most practical reforms and sustainable organizations. Introduce good governance.",reforms in every department service delivery system reforms not deskwork there is so much practical work please do most practical reforms and sustainable organizations introduce good governance,2
,Call me Reo,,penaki ke upodestra chai,penaki ke upodestra chai,2
,Salim Uddin,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,World News Network,,alhamdulillah,alhamdulillah,2
,GAMING WITH TAHMEED,,Joy Dr Yunus,joy dr yunus,2
,Monir Mahmud 2.9,,উপদেষ্টা দের নিয়ে একটু মন মালিন্ন হলেও আপনার কথায় আমরা ঐক্য থাকব,উপদেষ্টা দের নিয়ে একটু মন মালিন্ন হলেও আপনার কথায় আমরা ঐক্য থাকব,3
,Nazmul Kalam,,ধানমন্ডি ৩২ নম্বর কে গণশৌচাগার ঘোষণা করা হউক,ধানমন্ডি ৩২ নম্বর কে গণশৌচাগার ঘোষণা করা হউক,2
,Firoz Ahmed,,no bangladeshi visa to modi gangs,no bangladeshi visa to modi gangs,2
,Ismail Khan,,জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ,জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ জামাত ইসলাম জিন্দাবাদ,3
,Jamir Uddin,,জামাতি ইচ,জামাতি ইচ,2
,mohammed saddam shikdar,,নির্বাচন দেন দ্রুত,নির্বাচন দেন দ্রুত,3
,Warid,,tor ma ere ulta koira baindha,tor ma ere ulta koira baindha,2
,Murcalin Hossain,,৫ বছরের আগে নির্বাচন চইনা। ফারুকীর পদত্যাগ চাই। আসিফ মাহাতাব স্যারকে উপদেষ্টা পদে দেখতে চাই।।।,৫ বছরের আগে নির্বাচন চইনা ফারুকীর পদত্যাগ চাই আসিফ মাহাতাব স্যারকে উপদেষ্টা পদে দেখতে চাই,0
,Mamun Mdal,,"সার আপনি নিরবাচন দিন, বাংলাদেশ বতমান তিন সরকার,",সার আপনি নিরবাচন দিন বাংলাদেশ বতমান তিন সরকার,3
,আদর্শ মিডিয়া,,"প্রত্যেকটা বাজারে ছোট ছোট কাচামালের ব্যাবসায়িদের নিধন করে,এবং অন্যান্য ব্যাবসায়িদের দুর্নীতির কাল হাত থেকে সাধারন জনগনকে বাচান,কৃষকদের হাত থেকে সরাসরি কাচামাল বিক্রির জুর প্রয়োগ ও সুজুক করে দিন",প্রত্যেকটা বাজারে ছোট ছোট কাচামালের ব্যাবসায়িদের নিধন করে এবং অন্যান্য ব্যাবসায়িদের দুর্নীতির কাল হাত থেকে সাধারন জনগনকে বাচান কৃষকদের হাত থেকে সরাসরি কাচামাল বিক্রির জুর প্রয়োগ ও সুজুক করে দিন,3
,Annoyed Orbiting Satellite,,পিনাকী দাদাকে উপদেষ্টা হিসেবে দেখতে চাই,পিনাকী দাদাকে উপদেষ্টা হিসেবে দেখতে চাই,0
,JUST FOR HUMANITY,,দেশবাসী এখন নির্বাচন চাই না,দেশবাসী এখন নির্বাচন চাই না,0
,Mamun Hosen,,জয় বাংলা জয় বঙ্গবন্ধু,জয় বাংলা জয় বঙ্গবন্ধু,4
,Md tasin Akon,,রাষ্ট্র এবং জনগণের পক্ষে কাজ করুন সবাই,রাষ্ট্র এবং জনগণের পক্ষে কাজ করুন সবাই,0
,Khurshed Alam,,স্যার আপনাকে হজে যাওয়ার জন্য অনুরোধ জানাচ্ছি আপনার উপর হজ ফরজ হয়েছে,স্যার আপনাকে হজে যাওয়ার জন্য অনুরোধ জানাচ্ছি আপনার উপর হজ ফরজ হয়েছে,3
,Samsul Alam,,ধন্যবাদ আপনাকে স্যার।,ধন্যবাদ আপনাকে স্যার,3
,Joshim বেয়াদবের মতো কথা বলেছেন মিঃ হুদা।Uddin,,নৈরাজ্যের ১০০ দিন।,নৈরাজ্যের ১০০ দিন,3
,bayagid sharif,,সুন্দর উপস্থাপনা,সুন্দর উপস্থাপনা,2
,AR M AN,,জয় বাংলা হোগা সামলা,জয় বাংলা হোগা সামলা,4
,Jubair mahmud,,PR পদ্ধতিতে নির্বাচন চাই।,pr পদ্ধতিতে নির্বাচন চাই,0
,F.N.D.E.M,,দাওঅঅউ!+৬,দাওঅঅউ ৬,2
,Lab Human,,জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা,জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা জয় বাংলা,4
,MD Saiful,,হাসিনার বিচার চাই হাসিনার বিচার চাই,হাসিনার বিচার চাই হাসিনার বিচার চাই,0
,md hasan,,ফারুকের পদত্যাগ করতে হবে,ফারুকের পদত্যাগ করতে হবে,0
,MD tufael Ahommed,,শুধু নির্বাচনের জন্য আমার ভাইয়েরা জীবন দেয়নি,শুধু নির্বাচনের জন্য আমার ভাইয়েরা জীবন দেয়নি,3
,MD Saiful,,হাসিনার বিচার চাই,হাসিনার বিচার চাই,0
,Md shamim ahmmed Miaji,,সুদখোঁর সুদখোঁরই,সুদখোঁর সুদখোঁরই,2
,Google Account,,love u sir,love u sir,2
,PK MEHEDI,,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Advocate Mohammad Mohiuddin Chowdhury,,কিন্তু ভুমি অফিস সমুহের দুর্নীতি বন্ধ হচ্ছে,কিন্তু ভুমি অফিস সমুহের দুর্নীতি বন্ধ হচ্ছে,3
,F.N.D.E.M,,জক্ক্রএ,জক্ক্রএ,2
,shafikul islam,,ফারুকী কে উপদেষ্টা থেকে দ্রুত বাতিলের ব্যবস্থা করতে হবে।।,ফারুকী কে উপদেষ্টা থেকে দ্রুত বাতিলের ব্যবস্থা করতে হবে,0
,Masud Rana,,সুধ খুর ইউনুসের বিচার চাই,সুধ খুর ইউনুসের বিচার চাই,0
,Jasmine akter Jolly,,"দেশের ঐক্য নষ্ট হচ্ছে ,এ দিকে বিশেষ নজর রাখুন।",দেশের ঐক্য নষ্ট হচ্ছে এ দিকে বিশেষ নজর রাখুন,3
,Md. Mizanur Rahman Mizan,,কাঙ্ক্ষিত লক্ষে আপনি পৌছাতে পারছেননা।দোসরদের উপদেষ্টা করে ভুল করেছেন।,কাঙ্ক্ষিত লক্ষে আপনি পৌছাতে পারছেননা দোসরদের উপদেষ্টা করে ভুল করেছেন,3
,FF lover Nobita,,#stepdwonyunus,stepdwonyunus,2
,asif Salam,,"Mashallah, best of luck sir....",mashallah best of luck sir,2
,Md.Motahar Bhuiyan,,boycott India,boycott india,2
,Mominul421,,কুরআন এর আইন,কুরআন এর আইন,2
,Nurul Bosor Official,,আপনার প্রতি শুভ কামনা রইল,আপনার প্রতি শুভ কামনা রইল,2
,Vhh Bjkk,,ইউনুস জিন্দাবাদ,ইউনুস জিন্দাবাদ,3
,Saddam Hossain,,তারেকজিয়া জিন্দাবাদ,তারেকজিয়া জিন্দাবাদ,3
,mdnozrul islam,,"এরকম মানের সরকারের বিরুদ্ধে জারা কথা কয়,,আমার মনে হয় তাদের জন্মের ঠিক নাই,,১০০% জন্মে ভুল আছে",এরকম মানের সরকারের বিরুদ্ধে জারা কথা কয় আমার মনে হয় তাদের জন্মের ঠিক নাই ১০০ জন্মে ভুল আছে,3
,Rouf college Rafique sir Accounting,,Please help those who laid down their lives,please help those who laid down their lives,2
,Juty Chowdhury,,ছাইদী সাহেবের খুনি হাসিনার বিচার চাই,ছাইদী সাহেবের খুনি হাসিনার বিচার চাই,0
,MD:Sakibur Rahaman,,sobce boro corruption hoy akhn ... socibaloy te eta thik koren,sobce boro corruption hoy akhn socibaloy te eta thik koren,2
,CARRY ON,,পিনাকী,পিনাকী,0
,BSW,,joy bangla,joy bangla,2
,Mohammad Fayas,,jamayate islami jindabad,jamayate islami jindabad,2
,Nayeem Hossain,,joy bongoboltu,joy bongoboltu,2
,Imdadul Hoque Soofi,,এডভোকেট আবু হেনা রাজ্জাকী সাহেবকে উপদেষ্টা হিসেবে দেখতে চাই,এডভোকেট আবু হেনা রাজ্জাকী সাহেবকে উপদেষ্টা হিসেবে দেখতে চাই,0
,Rubel ahmed,,ফা/ক শ্রী বঙ্গবল্টু,ফা ক শ্রী বঙ্গবল্টু,0
,Lab Human,,জয় বাংলা,জয় বাংলা,4
,MD SHAHADAT AL GAZI,,অনেক সুন্দর,অনেক সুন্দর,2
,Nuhad123 Fahad123,,সারাদেশে সকল আন্দোলন কর্মসূচি নিষিদ্ধ করা হোক।,সারাদেশে সকল আন্দোলন কর্মসূচি নিষিদ্ধ করা হোক,3
,মজুমদার,,Good Job Sir,good job sir,2
,Sajedul Hasan,,"উপদেষ্টা মন্ডলি ঢেলে সাজান। পিনাকি, ইলিয়াসদের অন্তর্ভুক্ত করুন। ফারুকী সহ গতানুগতিক ধারার উপদেষ্টা বাদ দিন।",উপদেষ্টা মন্ডলি ঢেলে সাজান পিনাকি ইলিয়াসদের অন্তর্ভুক্ত করুন ফারুকী সহ গতানুগতিক ধারার উপদেষ্টা বাদ দিন,0
,Mohammed Yousuf,,bloody Hasina debir bichar chai,bloody hasina debir bichar chai,2
,Sumaiya Afrin,,আপনি এমন কোন কাজ করবেন না যাতে আপনার ৮৪ বছরের দাগ লেগে যায়,আপনি এমন কোন কাজ করবেন না যাতে আপনার ৮৪ বছরের দাগ লেগে যায়,3
,Abul Kalam,,সমন্বয়কদের সাথে আলোচনা করুন,সমন্বয়কদের সাথে আলোচনা করুন,2
,Kazi Mahin,,Sheikh Hasina Cdi,sheikh hasina cdi,2
,Ikra Ranna Ghor,,hi,hi,2
,KILIN TON MONDOL,,"If you don't take the initiative, you have to work in the field level।",if you don t take the initiative you have to work in the field level,2
,Mahmudul Hasan,,বাংলাদেশ খেলাফত মজলিস,বাংলাদেশ খেলাফত মজলিস,1
,Pony Miah,,we all support you from uk... don't worry even don't be scared,we all support you from uk don t worry even don t be scared,2
,Md tasin Akon,,৫৩ বছরে আমরা অনেক সরকারকে দেখেছি তারা জনগণের জন্য কাজ করেনি তারা কাজ করে যে তাদের দলের এবং নিজেদের স্বার্থে,৫৩ বছরে আমরা অনেক সরকারকে দেখেছি তারা জনগণের জন্য কাজ করেনি তারা কাজ করে যে তাদের দলের এবং নিজেদের স্বার্থে,3
,Miyan Hoque,,জামাত ইসলাম। জিন্দাবাদ,জামাত ইসলাম জিন্দাবাদ,3
,Barnard R Marak,,আপনার উপর দেশের মানুষে আস্হা নাই।,আপনার উপর দেশের মানুষে আস্হা নাই,3
,Md Zafar,,আমি চাই ডক্টর ইউনুস স্যার কে ৩অথবা ৫বছর সুযোগ দেওয়া হোক তারপর সুষ্ঠ নির্বাচন হোক সবাই কি বলেন?ওনাকে তো ঠিক করে ৬মাস যাইনি তারপর ও আপনারা বলছেন ওনি কি করেছেন,আমি চাই ডক্টর ইউনুস স্যার কে ৩অথবা ৫বছর সুযোগ দেওয়া হোক তারপর সুষ্ঠ নির্বাচন হোক সবাই কি বলেন ওনাকে তো ঠিক করে ৬মাস যাইনি তারপর ও আপনারা বলছেন ওনি কি করেছেন,0
,Tanvir,,যতো দিন যাবে বিএনপির ভোট ততোই কমবে,যতো দিন যাবে বিএনপির ভোট ততোই কমবে,3
,Shamim Osman,,স্যার আপনি নিজেই দেশ পরিচালনা করেন,স্যার আপনি নিজেই দেশ পরিচালনা করেন,3
,Ak Ra Mul ツ,,ইসলামিক সংবিধান চাই,ইসলামিক সংবিধান চাই,0
,Ayesha Nisa,,agami 10 basar sorkara thakon.,agami 10 basar sorkara thakon,2
,Nirob Ahmed,,শেখ হাসিনার জন্মের পর থেকে শেখ হাসিনা আজ পর্যন্ত এরকম ভাষণ দিতে পারে নাই?,শেখ হাসিনার জন্মের পর থেকে শেখ হাসিনা আজ পর্যন্ত এরকম ভাষণ দিতে পারে নাই,3
,MD Riad,,বাংলাদেশ জিন্দাবাদ,বাংলাদেশ জিন্দাবাদ,3
,Md Jahangir Alam,,ফারুকী ও বশির আহমদ কে পদত্যাগ করাতে হবে আওয়ামী লীগের দালাল উপদেষ্টারদে পদত্যাগ না করালে এই বিপ্লব বৃথা যেতে পারে,ফারুকী ও বশির আহমদ কে পদত্যাগ করাতে হবে আওয়ামী লীগের দালাল উপদেষ্টারদে পদত্যাগ না করালে এই বিপ্লব বৃথা যেতে পারে,3
,Saiful Islam,,ইনকিলাব জিন্দাবাদ। পতিত মাফিয়া হাসিনার স্বৈরাচার নিপাত যাক।,ইনকিলাব জিন্দাবাদ পতিত মাফিয়া হাসিনার স্বৈরাচার নিপাত যাক,3
,Sanoara House wife,,blw,blw,2
,Mohammad Ali,,৫ বছর ক্ষমতায় থাকার অনুরোধ রইল,৫ বছর ক্ষমতায় থাকার অনুরোধ রইল,2
,Md abrayat Molla,,জাতির উদ্দেশ্যে অসত্য মূলক বিভ্রান্তিমূলক বক্তব্যের জন্য প্রধান উপদেষ্টার পদত্যাগ চাই,জাতির উদ্দেশ্যে অসত্য মূলক বিভ্রান্তিমূলক বক্তব্যের জন্য প্রধান উপদেষ্টার পদত্যাগ চাই,3
,MIZAN MATUBBEE,,মালেশিয়ার বিষয়টা কেমন হলো যারা আছেন তাদেরও কাজ নাই নতুনরা কি করবে,মালেশিয়ার বিষয়টা কেমন হলো যারা আছেন তাদেরও কাজ নাই নতুনরা কি করবে,3
,Rasel Ahmed 12,,valo manush,valo manush,2
,আদর্শ মিডিয়া,,বিতর্কিত উপদেষ্টা বাতিল করুন,বিতর্কিত উপদেষ্টা বাতিল করুন,3
,Md raj Raj,,ইনশাআল্লাহ জামাত ইসলাম,ইনশাআল্লাহ জামাত ইসলাম,1
,Yeasin arafat Nazmul,,আমার মত লক্ষ লক্ষ যুবকদের চাকরির চাহিদা পূরন করেন,আমার মত লক্ষ লক্ষ যুবকদের চাকরির চাহিদা পূরন করেন,0
,Mia Jewel,,a,a,2
,Tony stark,,Hasina cdi,hasina cdi,2
,Saga Sports,,Turkey Turkey Turkey Turkey Turkey,turkey turkey turkey turkey turkey,2
,Nasyma Nasyma,,assalamualikum sair drobbo mullo komate hobe druto ar 24 er muktijoddhader punor bashing korte hobe oder ful kear note hobe inshaallah,assalamualikum sair drobbo mullo komate hobe druto ar 24 er muktijoddhader punor bashing korte hobe oder ful kear note hobe inshaallah,2
,Sajdul islam udar,,যার সাথে তোর আলাপ হয় না কেন কোন কাজে আসবে না কারণ তোরা একাত্তরের পরাজিত শক্তি,যার সাথে তোর আলাপ হয় না কেন কোন কাজে আসবে না কারণ তোরা একাত্তরের পরাজিত শক্তি,3
,Mominul421,,"কুরআন এর আইন,মুক্তির পথ",কুরআন এর আইন মুক্তির পথ,2
,Voice of Gowainghat,,বিদেশ যাওয়ার জন্য টিকেট ভিসা সহ সকল জটিলতা নিরসন করুন। সিন্ডিকেট ভাঙ্গুন।,বিদেশ যাওয়ার জন্য টিকেট ভিসা সহ সকল জটিলতা নিরসন করুন সিন্ডিকেট ভাঙ্গুন,3
,Jalal Hadi,,God bless you long life,god bless you long life,2
,GAMING (ASMR),,"মিডিয়াকে বাংলাদেশী করুন, ওদের মধ্যে দালালি সভাব, মিডিয়ার ব্যাপারে কঠোর হোন জাতীয়তাবাদী প্রশ্নে",মিডিয়াকে বাংলাদেশী করুন ওদের মধ্যে দালালি সভাব মিডিয়ার ব্যাপারে কঠোর হোন জাতীয়তাবাদী প্রশ্নে,3
,SK:SHAHADAT KHAN,,প্রবাসির mrp পাসপোর্ট আসতে ছে না আমরা অনেক সমস্যাতে আছি আজকে ৫ মাস হয়ে গেছে,প্রবাসির mrp পাসপোর্ট আসতে ছে না আমরা অনেক সমস্যাতে আছি আজকে ৫ মাস হয়ে গেছে,3
,Mohammad Jahed,,বশির ফারুকী কে পদত্যাগ করতে হবে,বশির ফারুকী কে পদত্যাগ করতে হবে,0
,CRTOON 706,,boycot randia,boycot randia,2
,Forhad Khan,,ধন্যবাদ,ধন্যবাদ,2
,Neo Bangla,,"গণহত্যার বিচার চাই, দূর্নীতিবাজদের শাস্তি চাই তারপর নির্বাচন।",গণহত্যার বিচার চাই দূর্নীতিবাজদের শাস্তি চাই তারপর নির্বাচন,0
,ABDULLAH BD,,স্যার প্রবাসিদের পক্ষ থেকে আপনাকে অনেক অনেক ধন্যবাদ,স্যার প্রবাসিদের পক্ষ থেকে আপনাকে অনেক অনেক ধন্যবাদ,3
,Habibur Rahman,,"penake,eleus viake opudasta chai",penake eleus viake opudasta chai,2
,Imrul vlog 55,,ডক্টর ইউনুস পুষ্প লাল,ডক্টর ইউনুস পুষ্প লাল,1
,Mohammad Ali,,হাসিনার বিচার চাই,হাসিনার বিচার চাই,0
,Rahmatullah,,শিক্ষা জাতীয় করণের পদক্ষেপ নেয়া হচ্ছেনা কেন ? বিগত সরকারে কাজকর্মকে অবৈধ ঘোষণা করা হচ্ছে না কেন?,শিক্ষা জাতীয় করণের পদক্ষেপ নেয়া হচ্ছেনা কেন বিগত সরকারে কাজকর্মকে অবৈধ ঘোষণা করা হচ্ছে না কেন,3
,Insarul Sorkhir,,কমপক্ষে ১০ বছর চাই আপনাকে,কমপক্ষে ১০ বছর চাই আপনাকে,2
,md jaber,,ফারুকীর পদত্যাগ চাই,ফারুকীর পদত্যাগ চাই,0
,Life is easy,,tor bhai keno jibon diche..keo jante caise nirbacon hok,tor bhai keno jibon diche keo jante caise nirbacon hok,2
,ঘাসফুল,,ফারুকীর পদ ত্যাগ চাই,ফারুকীর পদ ত্যাগ চাই,0
,ALONE,,আমরা আওয়ামী লীগ ও বিএনপি কাউকেই চাই নাহ..!,আমরা আওয়ামী লীগ ও বিএনপি কাউকেই চাই নাহ,1
,Mahbub Rahman,,"দয়া করে তারা তারি নির্বাচন দিন,দেশ ভাল থাকবে",দয়া করে তারা তারি নির্বাচন দিন দেশ ভাল থাকবে,3
,lipi akterla,,আওয়ামী লীগ দলে দলে শেখ হাসিনার চাইয়ার তলে,আওয়ামী লীগ দলে দলে শেখ হাসিনার চাইয়ার তলে,1
,Masud Rana,,ছি ছি ছি ইউনুস আলুর রোগি,ছি ছি ছি ইউনুস আলুর রোগি,2
,Md Shofikul,,জামায়াতে ইসলাম জিন্দাবাদ,জামায়াতে ইসলাম জিন্দাবাদ,3
,Robin,,বিজয় আমাদেরই হবে ইনশা আল্লাহ্,বিজয় আমাদেরই হবে ইনশা আল্লাহ্,1
,Shaharia Talukder,,স্বৈরাচার পতনে সিরাজগঞ্জ জেলা অবদান রাখছে অনেক,স্বৈরাচার পতনে সিরাজগঞ্জ জেলা অবদান রাখছে অনেক,3
,Faruk Riyad,,joy bongla,joy bongla,2
,MD Saiful,,হাসিনার বিচার চাইহাসিনার বিচার চাই,হাসিনার বিচার চাইহাসিনার বিচার চাই,0
,jabed hossain,,আসসালামুয়ালাইকুম স্যার মালদ্বীপে যাওয়ার জন্য হাজার হাজার বাংলাদেশি শ্রমিক অপেক্ষায় আছে দয়া করে মালদ্বীপে প্রেসিডেন্টের সাথে যোগাযোগ করে আমাদের মালদ্বীপ যাওয়ার বেবস্থা করে দিন,আসসালামুয়ালাইকুম স্যার মালদ্বীপে যাওয়ার জন্য হাজার হাজার বাংলাদেশি শ্রমিক অপেক্ষায় আছে দয়া করে মালদ্বীপে প্রেসিডেন্টের সাথে যোগাযোগ করে আমাদের মালদ্বীপ যাওয়ার বেবস্থা করে দিন,3
,Momota Akther,,joy,joy,2
,Voice of Gowainghat,,অতিরিক্ত টাকা লাগে,অতিরিক্ত টাকা লাগে,1
,Barrister KD,,we want Justice,we want justice,2
,LSD BONPARA,,ভালো,ভালো,1
,Jibon,,"সবই ঠিক আছে, কিন্তু আপনি নিত্যপন্যের দাম কমাতে পারছেন না কেন,প্রশাসন কি আপনার নির্দেশ মানছে না, যদি মানে তাহলে সিন্ডিকেট ব্যবসায়িদের গ্রেফতার করাচ্ছেন না কেন?তাদের ব্যবসার লাইসেন্স বাতিল করছেন না কেন",সবই ঠিক আছে কিন্তু আপনি নিত্যপন্যের দাম কমাতে পারছেন না কেন প্রশাসন কি আপনার নির্দেশ মানছে না যদি মানে তাহলে সিন্ডিকেট ব্যবসায়িদের গ্রেফতার করাচ্ছেন না কেন তাদের ব্যবসার লাইসেন্স বাতিল করছেন না কেন,3
,Md Tanvir Ahmmed Shahin,,অন্তরনগ্য,অন্তরনগ্য,2
,MD mazharul islam,,জামাত কে চাই,জামাত কে চাই,0
,raihan molla,,যারা জয় বাংলা বলতেছে তারা সব জারজ,যারা জয় বাংলা বলতেছে তারা সব জারজ,3
,Sagor D,,Bangladesh zindabad,bangladesh zindabad,2
,Shamim Gazi,,অতি দ্রুত নির্বাচনের প্রস্তুতি নিন,অতি দ্রুত নির্বাচনের প্রস্তুতি নিন,3
,Md Amarot,,Kuwait,kuwait,2
,FF lover Nobita,,khuni yunus er fasi cai,khuni yunus er fasi cai,2
,Satib Tv,,you can come to the Australia versus a good time to the Australia,you can come to the australia versus a good time to the australia,2
,Call me Reo,,পেনাকী কে দ্রুত উপদেশত্রা চাই,পেনাকী কে দ্রুত উপদেশত্রা চাই,0
,Tajul Islam,,বদরুল লীগ,বদরুল লীগ,1
,Imranul Anwar (Shuvo),,আলহামদুলিল্লাহ,আলহামদুলিল্লাহ,1
,Nahid Hasan,,আলহামদুলিল্লাহ কত সুন্দর আমাদের দেশকে এগিয়ে নিয়ে যাচ্ছেন আল্লাহ আপনাকে হায়াতে তাইয়েবা দান করুক,আলহামদুলিল্লাহ কত সুন্দর আমাদের দেশকে এগিয়ে নিয়ে যাচ্ছেন আল্লাহ আপনাকে হায়াতে তাইয়েবা দান করুক,1
,Mdfaruk islam,,বাংলাদেশের আসল হিরো।,বাংলাদেশের আসল হিরো,3
,Kz Luyan,,wow,wow,2
,Emon Hassn,,জয় বাংলা জয়,জয় বাংলা জয়,4
,Tony stark,,Hindu cdi,hindu cdi,2
,Mohammad Ali,,"ইমাম, ফারুকী এদের গতিবিধিতে নজর দারি রাখেন",ইমাম ফারুকী এদের গতিবিধিতে নজর দারি রাখেন,3
,Walk way,,জামাতকে ক্ষমতায় আনার ষড়যন্ত্র মানি না মানবো না।,জামাতকে ক্ষমতায় আনার ষড়যন্ত্র মানি না মানবো না,3
,Md. Rayhan Shorif,,আমি চাঁদপুর থেকে উপদেষ্টা হতে চাই। দেশ ও দেশের মানুষের কল্যাণে কাজ করতে চাই। আমি চাঁদপুর সরকারি কলেজে মাস্টার্স এ পড়ি।,আমি চাঁদপুর থেকে উপদেষ্টা হতে চাই দেশ ও দেশের মানুষের কল্যাণে কাজ করতে চাই আমি চাঁদপুর সরকারি কলেজে মাস্টার্স এ পড়ি,0
,Md dana Miya,,বিএনপি কমতা আশার আগেই যে ভাবে পাওয়ার দেখাইছে মনে হছে তাড়া আসলে দেশ লুটে নিবে,বিএনপি কমতা আশার আগেই যে ভাবে পাওয়ার দেখাইছে মনে হছে তাড়া আসলে দেশ লুটে নিবে,3
,DXN Malaysia,,মাশাল্লাহ,মাশাল্লাহ,1
,Kalthom Mohamad,,ভালো চাই বাংলাদেশের,ভালো চাই বাংলাদেশের,1
,Md tasin Akon,,কোন সন্ত্রাসী গুষ্টিকে রাজনীতি করার সুযোগ কইরা দিবেন না তাতে দেশ এবং জনগণের ক্ষতি হবে,কোন সন্ত্রাসী গুষ্টিকে রাজনীতি করার সুযোগ কইরা দিবেন না তাতে দেশ এবং জনগণের ক্ষতি হবে,3
,Koly Rahman,,জি,জি,2
,MD Rubel Hussein,,ধন্যবাদ স্যার আপনাকে,ধন্যবাদ স্যার আপনাকে,3
,Benjamin,,মহান বাংলাদেশ একমাত্র সত্যিই ভাল রাষ্ট্রপতি পাইছে,মহান বাংলাদেশ একমাত্র সত্যিই ভাল রাষ্ট্রপতি পাইছে,3
,Soniya Akter,,ধন্যবাদ স্যার আপনাকে,ধন্যবাদ স্যার আপনাকে,3
,Mahmudul Hasan,,রিক্সা মার্কা,রিক্সা মার্কা,0
,Md Ilias,,Love u Sir,love u sir,2
,Robin,,"বিজয় আমাদেরই হবে ইনশা আল্লাহ, জামাত ইসলামী জিন্দাবাদ।",বিজয় আমাদেরই হবে ইনশা আল্লাহ জামাত ইসলামী জিন্দাবাদ,3
,Sanoara House wife,,sir onak sundor kota,sir onak sundor kota,2
,Nurul art academy,,বাংলাদেশ হবে রাষ্ট্রপত শাসিত দেশ,বাংলাদেশ হবে রাষ্ট্রপত শাসিত দেশ,3
,Madaripur,,sir than you,sir than you,2
